Ngày giao dịch,Mã sản phẩm,Danh mục sản phẩm,Số lượng bán,Giá bán,Doanh thu
2023-05-17,SP00287,Túi xách,2,1121223,2242446
2023-08-28,SP00485,Túi xách,9,656216,5905944
2023-03-06,SP00284,Phụ kiện,1,652764,652764
2023-09-18,SP00342,Đầm,10,331643,3316430
2023-07-09,SP00395,Mũ,9,281155,2530395
2023-12-06,SP00360,Đầm,7,1806986,12648902
2023-05-26,SP00480,Quần,5,1728409,8642045
2023-07-23,SP00055,Váy,8,1931537,15452296
2023-12-09,SP00052,Mũ,2,1551758,3103516
2023-10-14,SP00337,Đầm,1,627825,627825
2023-02-28,SP00140,Váy,10,1030691,10306910
2023-11-20,SP00271,Mũ,7,1875109,13125763
2023-02-09,SP00232,Phụ kiện,5,483450,2417250
2023-02-06,SP00476,Túi xách,10,1460381,14603810
2023-06-29,SP00266,Quần,7,274170,1919190
2023-03-02,SP00059,Giày,5,479057,2395285
2023-12-15,SP00489,Đầm,8,1269650,10157200
2023-01-09,SP00256,Váy,3,1899457,5698371
2023-08-31,SP00275,Váy,2,380581,761162
2023-11-18,SP00500,Áo,1,1199563,1199563
2023-09-01,SP00057,Đầm,6,1456840,8741040
2023-12-20,SP00233,Mũ,9,1416852,12751668
2023-09-11,SP00147,Túi xách,2,1052693,2105386
2023-10-19,SP00216,Phụ kiện,3,1468062,4404186
2023-06-16,SP00040,Túi xách,8,1546208,12369664
2023-07-20,SP00051,Túi xách,1,1295695,1295695
2023-01-10,SP00171,Mũ,2,1410110,2820220
2023-07-31,SP00214,Giày,9,564513,5080617
2023-11-03,SP00364,Đầm,8,1597483,12779864
2023-03-18,SP00448,Váy,8,150488,1203904
2023-02-27,SP00280,Áo,6,1495943,8975658
2023-05-16,SP00034,Váy,4,1543218,6172872
2023-07-08,SP00371,Áo,9,608010,5472090
2023-07-20,SP00264,Mũ,4,624478,2497912
2023-11-09,SP00445,Quần,7,1996363,13974541
2023-07-13,SP00340,Phụ kiện,1,901103,901103
2023-02-22,SP00314,Áo,3,651836,1955508
2023-09-17,SP00407,Quần,10,1656439,16564390
2023-05-25,SP00425,Mũ,7,477465,3342255
2023-02-23,SP00105,Váy,6,1411487,8468922
2023-06-10,SP00036,Giày,2,440993,881986
2023-07-10,SP00306,Đầm,8,868721,6949768
2023-05-15,SP00320,Quần,9,1469709,13227381
2023-06-26,SP00210,Giày,10,1111807,11118070
2023-03-04,SP00266,Đầm,4,256117,1024468
2023-12-04,SP00438,Quần,2,1518590,3037180
2023-12-17,SP00454,Đầm,6,1229302,7375812
2023-02-20,SP00107,Đầm,5,508046,2540230
2023-12-10,SP00230,Đầm,8,1817010,14536080
2023-06-27,SP00285,Đầm,8,613015,4904120
2023-03-19,SP00311,Đầm,9,1178813,10609317
2023-04-07,SP00001,Phụ kiện,8,1043703,8349624
2023-03-06,SP00338,Đầm,6,445396,2672376
2023-06-08,SP00005,Quần,5,1110508,5552540
2023-03-21,SP00228,Túi xách,4,844565,3378260
2023-04-27,SP00237,Váy,9,183124,1648116
2023-01-25,SP00045,Mũ,3,621091,1863273
2023-03-07,SP00415,Váy,1,745172,745172
2023-02-16,SP00280,Đầm,8,1655559,13244472
2023-07-03,SP00488,Quần,3,1532081,4596243
2023-08-02,SP00410,Quần,10,1495028,14950280
2023-02-15,SP00288,Quần,9,473442,4260978
2023-10-05,SP00271,Áo,5,1248401,6242005
2023-10-31,SP00128,Phụ kiện,10,637867,6378670
2023-10-10,SP00335,Mũ,1,1780623,1780623
2023-09-30,SP00293,Giày,2,1625340,3250680
2023-02-11,SP00131,Giày,2,989241,1978482
2023-02-22,SP00304,Giày,2,1684141,3368282
2023-12-08,SP00032,Phụ kiện,1,1358724,1358724
2023-02-19,SP00164,Túi xách,2,1057352,2114704
2023-04-02,SP00142,Giày,2,1179190,2358380
2023-01-12,SP00493,Phụ kiện,10,463467,4634670
2023-06-09,SP00222,Giày,6,1477134,8862804
2023-09-18,SP00265,Áo,1,1087972,1087972
2023-04-14,SP00326,Áo,7,937098,6559686
2023-06-28,SP00150,Giày,10,758753,7587530
2023-02-12,SP00015,Giày,5,899571,4497855
2023-07-30,SP00423,Áo,6,1108290,6649740
2023-05-22,SP00353,Quần,7,898710,6290970
2023-05-22,SP00345,Giày,5,471972,2359860
2023-04-07,SP00402,Phụ kiện,9,1149350,10344150
2023-03-29,SP00389,Túi xách,7,365731,2560117
2023-10-25,SP00452,Phụ kiện,6,411314,2467884
2023-06-24,SP00429,Đầm,3,1922625,5767875
2023-02-19,SP00175,Váy,6,1034490,6206940
2023-09-04,SP00500,Giày,2,616366,1232732
2023-05-17,SP00391,Quần,3,1366819,4100457
2023-05-27,SP00148,Đầm,1,1972773,1972773
2023-05-04,SP00317,Váy,5,793842,3969210
2023-09-07,SP00429,Phụ kiện,5,1664373,8321865
2023-05-25,SP00497,Giày,10,886697,8866970
2023-11-14,SP00305,Váy,1,1084479,1084479
2023-04-25,SP00456,Quần,2,1458282,2916564
2023-07-06,SP00061,Quần,4,1029115,4116460
2023-10-12,SP00236,Đầm,9,645582,5810238
2023-03-07,SP00261,Phụ kiện,7,226962,1588734
2023-03-14,SP00370,Váy,8,597707,4781656
2023-02-05,SP00448,Túi xách,1,1358280,1358280
2023-04-18,SP00315,Túi xách,9,1167311,10505799
2023-09-28,SP00195,Đầm,3,161075,483225
2023-05-31,SP00360,Phụ kiện,5,1912320,9561600
2023-09-12,SP00456,Mũ,5,162633,813165
2023-03-25,SP00245,Áo,6,1927156,11562936
2023-02-03,SP00013,Áo,8,1850640,14805120
2023-08-28,SP00281,Túi xách,4,902370,3609480
2023-01-21,SP00146,Váy,9,170422,1533798
2023-06-11,SP00291,Túi xách,3,1055875,3167625
2023-10-30,SP00451,Phụ kiện,9,276544,2488896
2023-12-28,SP00252,Quần,8,1494156,11953248
2023-08-20,SP00121,Áo,6,531089,3186534
2023-03-07,SP00131,Giày,6,1506135,9036810
2023-10-28,SP00089,Phụ kiện,1,1229213,1229213
2023-05-04,SP00422,Phụ kiện,9,1948343,17535087
2023-04-30,SP00212,Giày,8,512281,4098248
2023-06-26,SP00406,Túi xách,10,968805,9688050
2023-10-14,SP00134,Váy,5,1855680,9278400
2023-07-13,SP00399,Quần,10,1694416,16944160
2023-05-30,SP00149,Áo,1,1435749,1435749
2023-01-02,SP00386,Giày,4,1395452,5581808
2023-11-23,SP00373,Quần,5,981156,4905780
2023-06-05,SP00428,Giày,3,1826058,5478174
2023-08-09,SP00289,Giày,9,1011446,9103014
2023-08-18,SP00311,Giày,4,164853,659412
2023-07-06,SP00342,Quần,9,753771,6783939
2023-08-27,SP00342,Giày,2,1255666,2511332
2023-12-17,SP00056,Phụ kiện,1,753541,753541
2023-03-03,SP00410,Áo,6,239524,1437144
2023-06-02,SP00069,Túi xách,6,241985,1451910
2023-03-07,SP00327,Quần,2,1649130,3298260
2023-07-21,SP00110,Giày,9,1889745,17007705
2023-10-10,SP00056,Giày,7,963492,6744444
2023-06-09,SP00425,Phụ kiện,6,356685,2140110
2023-02-15,SP00133,Mũ,1,1664741,1664741
2023-05-07,SP00292,Váy,6,102031,612186
2023-09-06,SP00128,Giày,10,1816638,18166380
2023-09-22,SP00414,Đầm,6,400170,2401020
2023-01-12,SP00387,Quần,3,1851321,5553963
2023-09-04,SP00014,Quần,7,458438,3209066
2023-07-29,SP00442,Mũ,7,1998487,13989409
2023-10-05,SP00165,Áo,8,733030,5864240
2023-08-15,SP00041,Túi xách,4,1124971,4499884
2023-04-19,SP00122,Quần,6,1280024,7680144
2023-04-12,SP00452,Đầm,3,747538,2242614
2023-11-09,SP00078,Giày,2,541152,1082304
2023-03-08,SP00488,Đầm,9,1667313,15005817
2023-11-01,SP00453,Áo,1,1192428,1192428
2023-03-23,SP00459,Váy,5,741235,3706175
2023-06-17,SP00150,Giày,8,1747015,13976120
2023-01-21,SP00264,Mũ,10,1461369,14613690
2023-01-09,SP00319,Túi xách,7,1021104,7147728
2023-07-03,SP00487,Áo,2,120986,241972
2023-07-19,SP00082,Váy,7,1064369,7450583
2023-08-08,SP00081,Đầm,8,1836973,14695784
2023-05-12,SP00163,Phụ kiện,3,1330704,3992112
2023-07-18,SP00029,Phụ kiện,7,999913,6999391
2023-09-09,SP00235,Váy,1,1370862,1370862
2023-08-04,SP00024,Đầm,5,1002327,5011635
2023-07-13,SP00219,Túi xách,6,716708,4300248
2023-12-13,SP00284,Giày,4,1245569,4982276
2023-05-01,SP00102,Quần,7,1110492,7773444
2023-03-23,SP00207,Đầm,5,702945,3514725
2023-05-09,SP00094,Mũ,9,1592341,14331069
2023-02-23,SP00370,Phụ kiện,4,1158164,4632656
2023-04-18,SP00142,Phụ kiện,8,1888660,15109280
2023-10-11,SP00381,Giày,8,1083467,8667736
2023-08-27,SP00154,Áo,8,293652,2349216
2023-03-14,SP00112,Áo,5,696292,3481460
2023-10-30,SP00306,Túi xách,2,1030137,2060274
2023-09-28,SP00214,Quần,7,601320,4209240
2023-01-22,SP00046,Quần,3,201850,605550
2023-11-13,SP00151,Mũ,6,740701,4444206
2023-03-10,SP00309,Áo,8,926791,7414328
2023-06-12,SP00411,Giày,7,1867378,13071646
2023-01-03,SP00333,Phụ kiện,3,769838,2309514
2023-01-12,SP00469,Mũ,10,436204,4362040
2023-10-22,SP00411,Giày,6,1576651,9459906
2023-08-29,SP00381,Phụ kiện,3,269128,807384
2023-09-15,SP00472,Quần,2,1262688,2525376
2023-01-14,SP00418,Váy,3,545110,1635330
2023-01-27,SP00453,Váy,10,1067314,10673140
2023-09-21,SP00107,Đầm,3,791786,2375358
2023-12-30,SP00111,Túi xách,3,1900542,5701626
2023-05-16,SP00184,Quần,1,1569831,1569831
2023-01-13,SP00163,Mũ,8,1946929,15575432
2023-03-02,SP00186,Áo,6,1694859,10169154
2023-02-18,SP00112,Mũ,2,885563,1771126
2023-12-26,SP00098,Quần,10,1537473,15374730
2023-08-03,SP00186,Phụ kiện,7,398208,2787456
2023-08-15,SP00337,Phụ kiện,10,1655715,16557150
2023-05-22,SP00114,Phụ kiện,6,1749328,10495968
2023-03-16,SP00047,Áo,4,260703,1042812
2023-04-12,SP00335,Váy,6,1967354,11804124
2023-04-06,SP00325,Phụ kiện,2,1686146,3372292
2023-01-24,SP00449,Áo,7,1875111,13125777
2023-12-02,SP00168,Túi xách,8,1638179,13105432
2023-11-22,SP00010,Váy,3,595314,1785942
2023-06-01,SP00084,Áo,10,1775179,17751790
2023-06-10,SP00197,Đầm,5,233759,1168795
2023-07-24,SP00484,Mũ,10,1112428,11124280
2023-09-02,SP00498,Túi xách,10,486440,4864400
2023-07-07,SP00022,Váy,5,1995578,9977890
2023-12-23,SP00306,Quần,2,782400,1564800
2023-05-12,SP00369,Áo,3,512162,1536486
2023-10-01,SP00327,Giày,5,1625994,8129970
2023-03-26,SP00234,Quần,4,1079299,4317196
2023-03-23,SP00140,Giày,3,623725,1871175
2023-03-10,SP00262,Giày,10,1558860,15588600
2023-12-03,SP00183,Túi xách,2,1151849,2303698
2023-03-13,SP00228,Túi xách,8,210910,1687280
2023-04-16,SP00202,Đầm,6,549143,3294858
2023-05-12,SP00355,Áo,3,125669,377007
2023-03-09,SP00296,Quần,9,1188355,10695195
2023-07-15,SP00023,Mũ,5,1495132,7475660
2023-01-05,SP00147,Giày,6,269682,1618092
2023-03-04,SP00166,Giày,6,1372937,8237622
2023-07-19,SP00297,Đầm,4,1879476,7517904
2023-06-10,SP00125,Mũ,1,651817,651817
2023-06-01,SP00015,Áo,10,180222,1802220
2023-10-12,SP00435,Mũ,9,257794,2320146
2023-04-30,SP00169,Đầm,2,1593239,3186478
2023-01-20,SP00421,Quần,1,921650,921650
2023-05-14,SP00109,Túi xách,2,1109091,2218182
2023-08-05,SP00239,Áo,3,528483,1585449
2023-07-02,SP00384,Phụ kiện,7,915405,6407835
2023-10-31,SP00153,Áo,9,373135,3358215
2023-11-06,SP00239,Váy,2,569882,1139764
2023-02-24,SP00321,Phụ kiện,2,1891029,3782058
2023-09-02,SP00042,Giày,2,984549,1969098
2023-07-21,SP00085,Túi xách,6,1289575,7737450
2023-03-31,SP00100,Túi xách,3,1028432,3085296
2023-01-13,SP00015,Giày,1,505452,505452
2023-04-09,SP00385,Váy,7,125289,877023
2023-01-08,SP00184,Quần,7,288105,2016735
2023-05-21,SP00383,Giày,5,1571445,7857225
2023-02-22,SP00284,Mũ,10,756486,7564860
2023-08-02,SP00295,Phụ kiện,6,367050,2202300
2023-03-06,SP00267,Túi xách,1,434735,434735
2023-09-08,SP00051,Quần,1,252061,252061
2023-07-27,SP00416,Váy,1,1828642,1828642
2023-08-14,SP00279,Đầm,10,442048,4420480
2023-06-24,SP00180,Áo,3,859032,2577096
2023-11-16,SP00265,Áo,2,1764189,3528378
2023-10-31,SP00045,Giày,4,586540,2346160
2023-11-16,SP00244,Phụ kiện,6,1170134,7020804
2023-10-06,SP00451,Giày,10,844698,8446980
2023-06-12,SP00109,Quần,8,923422,7387376
2023-04-06,SP00319,Đầm,8,1814635,14517080
2023-05-27,SP00196,Đầm,7,1451323,10159261
2023-12-16,SP00500,Váy,10,152691,1526910
2023-10-16,SP00327,Phụ kiện,1,1361222,1361222
2023-08-12,SP00103,Đầm,9,102964,926676
2023-10-18,SP00002,Mũ,6,131968,791808
2023-01-10,SP00355,Mũ,2,410323,820646
2023-06-30,SP00448,Váy,6,756160,4536960
2023-12-17,SP00072,Mũ,4,1832242,7328968
2023-03-30,SP00062,Đầm,5,1827138,9135690
2023-07-01,SP00319,Đầm,5,1887502,9437510
2023-02-13,SP00254,Giày,7,1454041,10178287
2023-01-04,SP00008,Đầm,5,1318605,6593025
2023-03-23,SP00125,Giày,6,1381921,8291526
2023-06-22,SP00403,Quần,4,1639133,6556532
2023-03-09,SP00054,Giày,10,1752784,17527840
2023-10-01,SP00184,Phụ kiện,1,778847,778847
2023-07-19,SP00285,Đầm,1,1570769,1570769
2023-07-11,SP00075,Áo,10,1812823,18128230
2023-03-10,SP00392,Áo,8,1170812,9366496
2023-12-06,SP00323,Đầm,10,1691439,16914390
2023-12-18,SP00377,Mũ,5,275569,1377845
2023-07-28,SP00132,Túi xách,8,161765,1294120
2023-09-04,SP00234,Áo,7,1279945,8959615
2023-01-05,SP00460,Phụ kiện,4,548831,2195324
2023-12-07,SP00490,Mũ,4,1245793,4983172
2023-12-15,SP00042,Áo,2,640457,1280914
2023-03-05,SP00237,Quần,2,760748,1521496
2023-08-11,SP00236,Áo,8,978232,7825856
2023-07-19,SP00275,Phụ kiện,10,1922001,19220010
2023-06-20,SP00250,Quần,7,910244,6371708
2023-06-01,SP00318,Túi xách,8,1485342,11882736
2023-03-16,SP00226,Váy,10,1911490,19114900
2023-02-06,SP00420,Mũ,2,1570784,3141568
2023-10-19,SP00341,Áo,8,1270145,10161160
2023-08-13,SP00247,Váy,4,993204,3972816
2023-05-29,SP00011,Mũ,4,1111893,4447572
2023-04-07,SP00429,Áo,1,1297160,1297160
2023-02-24,SP00324,Quần,4,214878,859512
2023-08-18,SP00252,Mũ,3,338634,1015902
2023-08-25,SP00360,Quần,10,772475,7724750
2023-12-27,SP00200,Quần,1,400859,400859
2023-01-07,SP00234,Váy,8,213128,1705024
2023-03-23,SP00493,Mũ,1,261275,261275
2023-10-29,SP00127,Đầm,10,1393946,13939460
2023-10-24,SP00141,Mũ,2,1484199,2968398
2023-10-17,SP00285,Quần,8,1485015,11880120
2023-12-29,SP00432,Áo,3,1930984,5792952
2023-04-23,SP00202,Mũ,7,415469,2908283
2023-12-22,SP00040,Túi xách,3,699623,2098869
2023-09-30,SP00457,Phụ kiện,7,113910,797370
2023-04-01,SP00500,Áo,4,152540,610160
2023-10-27,SP00088,Túi xách,9,470244,4232196
2023-05-05,SP00381,Quần,7,949073,6643511
2023-01-06,SP00350,Quần,6,1460529,8763174
2023-04-26,SP00478,Đầm,7,1385892,9701244
2023-03-05,SP00284,Đầm,4,1794297,7177188
2023-12-15,SP00319,Giày,2,1540966,3081932
2023-10-06,SP00213,Váy,7,642934,4500538
2023-12-27,SP00105,Giày,9,1384076,12456684
2023-03-24,SP00469,Quần,9,776028,6984252
2023-05-20,SP00104,Quần,5,1012431,5062155
2023-08-23,SP00147,Mũ,1,518644,518644
2023-06-03,SP00444,Giày,10,1042319,10423190
2023-10-18,SP00320,Mũ,9,432719,3894471
2023-07-17,SP00352,Áo,5,709625,3548125
2023-03-25,SP00234,Túi xách,9,1204308,10838772
2023-04-06,SP00118,Mũ,8,1204996,9639968
2023-07-21,SP00403,Phụ kiện,8,336471,2691768
2023-11-17,SP00101,Mũ,3,177603,532809
2023-07-25,SP00104,Mũ,4,1421128,5684512
2023-08-04,SP00407,Quần,10,423859,4238590
2023-06-21,SP00060,Túi xách,3,170181,510543
2023-10-06,SP00246,Túi xách,1,1420899,1420899
2023-09-21,SP00095,Mũ,8,213106,1704848
2023-10-20,SP00483,Quần,7,464050,3248350
2023-04-23,SP00104,Mũ,3,785244,2355732
2023-01-30,SP00374,Phụ kiện,1,1687967,1687967
2023-08-06,SP00095,Phụ kiện,3,520245,1560735
2023-09-16,SP00208,Mũ,5,1089683,5448415
2023-06-24,SP00003,Túi xách,2,1075982,2151964
2023-04-08,SP00218,Quần,7,1919049,13433343
2023-10-07,SP00275,Quần,5,605554,3027770
2023-08-26,SP00035,Đầm,7,1238218,8667526
2023-02-03,SP00416,Quần,3,1623811,4871433
2023-11-09,SP00415,Áo,1,1637714,1637714
2023-11-08,SP00341,Mũ,1,1160766,1160766
2023-08-06,SP00277,Mũ,4,335165,1340660
2023-08-15,SP00187,Giày,7,534609,3742263
2023-02-06,SP00265,Váy,4,1671179,6684716
2023-07-21,SP00062,Quần,10,183439,1834390
2023-03-20,SP00367,Đầm,1,1514987,1514987
2023-10-07,SP00250,Quần,10,1785020,17850200
2023-12-15,SP00281,Quần,2,1360157,2720314
2023-06-02,SP00175,Quần,4,605075,2420300
2023-06-12,SP00127,Váy,4,744394,2977576
2023-10-13,SP00175,Đầm,4,1788673,7154692
2023-05-13,SP00210,Áo,1,602607,602607
2023-03-25,SP00398,Áo,4,602995,2411980
2023-11-24,SP00473,Túi xách,8,1650972,13207776
2023-04-30,SP00351,Giày,5,222252,1111260
2023-08-06,SP00217,Phụ kiện,4,1442077,5768308
2023-11-15,SP00388,Áo,2,881401,1762802
2023-05-05,SP00065,Quần,8,957284,7658272
2023-01-31,SP00035,Túi xách,3,1549786,4649358
2023-05-03,SP00048,Quần,6,254299,1525794
2023-12-23,SP00478,Giày,6,1384478,8306868
2023-12-12,SP00016,Váy,9,696384,6267456
2023-05-10,SP00185,Đầm,5,355162,1775810
2023-08-26,SP00300,Quần,5,814298,4071490
2023-04-25,SP00442,Phụ kiện,3,1107111,3321333
2023-09-25,SP00099,Váy,2,137618,275236
2023-05-13,SP00113,Đầm,10,194947,1949470
2023-08-09,SP00257,Phụ kiện,3,1147226,3441678
2023-03-13,SP00040,Túi xách,2,503145,1006290
2023-08-22,SP00398,Quần,3,1927603,5782809
2023-02-03,SP00494,Đầm,6,1028407,6170442
2023-02-25,SP00353,Túi xách,10,1994906,19949060
2023-05-26,SP00166,Phụ kiện,8,1838894,14711152
2023-01-08,SP00481,Túi xách,4,1708460,6833840
2023-03-30,SP00297,Phụ kiện,1,976400,976400
2023-07-26,SP00417,Quần,3,1854567,5563701
2023-08-18,SP00013,Áo,7,1582500,11077500
2023-08-10,SP00060,Giày,4,1898333,7593332
2023-12-22,SP00235,Áo,5,139138,695690
2023-04-08,SP00209,Đầm,3,1455747,4367241
2023-05-18,SP00420,Phụ kiện,10,1202079,12020790
2023-04-03,SP00010,Đầm,2,367956,735912
2023-03-19,SP00179,Phụ kiện,1,678891,678891
2023-04-16,SP00333,Túi xách,1,1523518,1523518
2023-11-17,SP00335,Phụ kiện,7,214709,1502963
2023-06-03,SP00366,Túi xách,9,1197489,10777401
2023-07-05,SP00009,Phụ kiện,1,1491209,1491209
2023-02-20,SP00057,Quần,8,786919,6295352
2023-04-23,SP00497,Túi xách,3,1284651,3853953
2023-02-09,SP00135,Phụ kiện,8,136682,1093456
2023-11-25,SP00190,Mũ,7,515629,3609403
2023-01-15,SP00147,Quần,7,1433145,10032015
2023-03-10,SP00452,Áo,3,1260797,3782391
2023-06-14,SP00267,Quần,3,871349,2614047
2023-05-11,SP00447,Quần,7,461360,3229520
2023-11-30,SP00221,Mũ,2,558265,1116530
2023-11-21,SP00406,Giày,7,895862,6271034
2023-12-16,SP00391,Giày,5,1799728,8998640
2023-11-02,SP00291,Áo,5,1467878,7339390
2023-05-02,SP00074,Phụ kiện,9,262558,2363022
2023-04-06,SP00405,Đầm,6,876994,5261964
2023-04-21,SP00305,Mũ,7,1767554,12372878
2023-01-25,SP00228,Mũ,4,1728128,6912512
2023-06-11,SP00134,Áo,7,675503,4728521
2023-09-29,SP00242,Túi xách,9,1942438,17481942
2023-12-06,SP00327,Túi xách,2,485288,970576
2023-09-04,SP00474,Áo,10,1215863,12158630
2023-04-07,SP00174,Váy,6,939165,5634990
2023-05-17,SP00142,Phụ kiện,9,1082306,9740754
2023-01-02,SP00085,Đầm,3,127230,381690
2023-06-29,SP00068,Đầm,1,718649,718649
2023-04-07,SP00378,Quần,4,834953,3339812
2023-04-30,SP00156,Váy,2,878888,1757776
2023-11-28,SP00311,Giày,7,1192875,8350125
2023-03-26,SP00367,Phụ kiện,1,1566511,1566511
2023-07-25,SP00230,Mũ,3,1953712,5861136
2023-04-01,SP00379,Váy,8,1702590,13620720
2023-01-20,SP00211,Váy,5,790043,3950215
2023-04-05,SP00332,Đầm,7,531927,3723489
2023-09-19,SP00250,Túi xách,3,785713,2357139
2023-01-13,SP00394,Quần,6,797849,4787094
2023-03-17,SP00042,Quần,10,1161009,11610090
2023-06-04,SP00217,Áo,6,1618838,9713028
2023-01-02,SP00465,Túi xách,2,1501920,3003840
2023-09-30,SP00075,Túi xách,10,200711,2007110
2023-01-15,SP00322,Túi xách,10,1526809,15268090
2023-03-20,SP00488,Áo,3,1540793,4622379
2023-06-11,SP00064,Giày,5,1717425,8587125
2023-01-10,SP00445,Túi xách,2,979268,1958536
2023-06-14,SP00423,Giày,3,280544,841632
2023-09-10,SP00181,Áo,4,865921,3463684
2023-02-23,SP00230,Váy,10,1092223,10922230
2023-09-11,SP00001,Quần,8,137391,1099128
2023-09-02,SP00107,Áo,3,1006108,3018324
2023-01-17,SP00085,Phụ kiện,5,1044314,5221570
2023-12-10,SP00295,Quần,6,544550,3267300
2023-05-12,SP00284,Giày,9,143006,1287054
2023-11-29,SP00445,Áo,3,291875,875625
2023-09-13,SP00039,Túi xách,5,204327,1021635
2023-11-25,SP00409,Đầm,2,1623387,3246774
2023-08-04,SP00050,Quần,5,1087796,5438980
2023-06-03,SP00253,Đầm,4,549692,2198768
2023-02-22,SP00366,Đầm,1,710067,710067
2023-11-14,SP00055,Mũ,5,1337775,6688875
2023-12-08,SP00172,Váy,10,1381583,13815830
2023-06-19,SP00380,Phụ kiện,10,970183,9701830
2023-06-18,SP00257,Áo,7,1187750,8314250
2023-08-10,SP00212,Đầm,10,972133,9721330
2023-04-01,SP00103,Váy,4,1094613,4378452
2023-08-31,SP00414,Áo,9,1843685,16593165
2023-01-19,SP00227,Túi xách,6,706024,4236144
2023-04-02,SP00220,Phụ kiện,10,1961668,19616680
2023-05-31,SP00164,Mũ,3,1082875,3248625
2023-04-27,SP00399,Quần,6,1841593,11049558
2023-11-30,SP00042,Túi xách,3,882869,2648607
2023-08-01,SP00044,Đầm,10,728373,7283730
2023-04-06,SP00077,Mũ,9,803056,7227504
2023-01-18,SP00279,Phụ kiện,5,834524,4172620
2023-02-20,SP00467,Áo,2,944311,1888622
2023-10-01,SP00069,Quần,5,1463565,7317825
2023-01-11,SP00123,Đầm,8,1929580,15436640
2023-11-22,SP00088,Túi xách,8,1635674,13085392
2023-04-26,SP00218,Quần,3,702522,2107566
2023-05-16,SP00483,Giày,6,1632080,9792480
2023-04-12,SP00256,Áo,5,954684,4773420
2023-01-16,SP00093,Mũ,9,1600540,14404860
2023-01-02,SP00013,Mũ,10,1701912,17019120
2023-05-07,SP00158,Mũ,1,1200192,1200192
2023-09-17,SP00318,Quần,4,313648,1254592
2023-11-13,SP00267,Mũ,1,733931,733931
2023-05-28,SP00014,Đầm,5,1133148,5665740
2023-09-06,SP00058,Quần,4,773128,3092512
2023-10-18,SP00156,Quần,10,314862,3148620
2023-06-28,SP00043,Giày,9,758645,6827805
2023-03-17,SP00453,Giày,7,147928,1035496
2023-08-10,SP00073,Phụ kiện,8,407316,3258528
2023-07-26,SP00443,Đầm,5,744403,3722015
2023-03-11,SP00326,Túi xách,4,1086933,4347732
2023-02-07,SP00376,Quần,8,353102,2824816
2023-11-11,SP00306,Đầm,6,1688763,10132578
2023-08-16,SP00241,Đầm,1,719582,719582
2023-07-02,SP00261,Mũ,2,664704,1329408
2023-12-04,SP00115,Đầm,2,1610941,3221882
2023-01-16,SP00315,Phụ kiện,6,1193904,7163424
2023-09-28,SP00380,Phụ kiện,1,1226051,1226051
2023-08-31,SP00498,Giày,6,1147337,6884022
2023-11-07,SP00335,Túi xách,10,980660,9806600
2023-03-18,SP00319,Váy,4,762552,3050208
2023-12-12,SP00238,Phụ kiện,9,1970334,17733006
2023-06-14,SP00485,Mũ,10,1622017,16220170
2023-03-28,SP00197,Quần,5,174762,873810
2023-12-10,SP00067,Túi xách,7,1678086,11746602
2023-01-30,SP00204,Áo,1,667807,667807
2023-12-27,SP00442,Mũ,4,1571991,6287964
2023-01-08,SP00386,Đầm,9,590526,5314734
2023-10-03,SP00192,Váy,8,777497,6219976
2023-08-10,SP00352,Đầm,4,547962,2191848
2023-09-23,SP00375,Quần,8,1099875,8799000
2023-08-22,SP00434,Áo,3,765653,2296959
2023-10-03,SP00257,Mũ,1,895732,895732
2023-06-02,SP00118,Giày,7,1508177,10557239
2023-11-19,SP00019,Phụ kiện,5,1500377,7501885
2023-04-14,SP00037,Quần,1,1744045,1744045
2023-02-01,SP00289,Phụ kiện,7,614428,4300996
2023-04-29,SP00198,Mũ,3,1446668,4340004
2023-07-01,SP00097,Giày,3,1471263,4413789
2023-06-11,SP00192,Đầm,2,593804,1187608
2023-10-29,SP00030,Phụ kiện,8,1677683,13421464
2023-10-31,SP00178,Quần,6,102930,617580
2023-01-22,SP00015,Váy,10,464638,4646380
2023-02-04,SP00175,Áo,2,1677323,3354646
2023-09-01,SP00114,Váy,5,1169589,5847945
2023-10-10,SP00144,Túi xách,7,151683,1061781
2023-05-13,SP00379,Phụ kiện,1,819998,819998
2023-09-26,SP00478,Mũ,8,863055,6904440
2023-03-01,SP00457,Phụ kiện,3,269417,808251
2023-09-08,SP00399,Đầm,1,650411,650411
2023-02-22,SP00041,Đầm,2,1024493,2048986
2023-10-03,SP00033,Túi xách,4,233330,933320
2023-05-07,SP00391,Giày,10,148726,1487260
2023-05-18,SP00234,Áo,3,1906209,5718627
2023-07-25,SP00202,Túi xách,4,1077784,4311136
2023-08-04,SP00201,Quần,3,1524672,4574016
2023-10-06,SP00200,Đầm,5,1749112,8745560
2023-09-22,SP00480,Phụ kiện,4,1814767,7259068
2023-11-24,SP00133,Phụ kiện,9,534359,4809231
2023-12-27,SP00158,Túi xách,6,123117,738702
2023-12-04,SP00303,Phụ kiện,7,1823194,12762358
2023-11-04,SP00459,Mũ,9,220896,1988064
2023-03-15,SP00479,Túi xách,10,1813574,18135740
2023-10-18,SP00236,Phụ kiện,10,1534945,15349450
2023-02-17,SP00322,Mũ,3,202112,606336
2023-08-24,SP00125,Túi xách,4,1092278,4369112
2023-05-10,SP00247,Túi xách,8,1586366,12690928
2023-11-11,SP00469,Mũ,4,278141,1112564
